,importance,stddev,p_value,n,p99_high,p99_low
roll_sd_3y_ocf_per_share,0.0005216528073538562,9.252410725738335e-05,0.00011393944318723268,5,0.000712161223015872,0.00033114439169184043
roll_sd_3y_leverage,0.0005194607148479635,5.2582029688384806e-05,1.2428242812729743e-05,5,0.0006277278407372316,0.00041119358895869536
expvol_earn_yld,0.000516737942147727,0.00010071677638575907,0.00016474911492578688,5,0.0007241151767797894,0.00030936070751566466
roll_trend_3y_earn_yld,0.0005149035113417577,8.013346275334872e-05,6.817688859244213e-05,5,0.0006798994187130595,0.00034990760397045584
expvol_ni_per_emp,0.0005085842103904836,7.890333651525778e-05,6.734426632531212e-05,5,0.0006710472708354048,0.0003461211499455625
roll_sd_5y_interest_cov,0.0005082816960220393,0.00010827223560468884,0.00023281068609969904,5,0.0007312157256134221,0.00028534766643065657
roll_mean_5y_asset_turnover,0.0005059563500445563,0.00013116263688923413,0.0004966188319473765,5,0.0007760220322597855,0.00023589066782932715
accel_ebitda_margin,0.0005057098241167734,9.962335932014092e-05,0.00017174180834836887,5,0.0007108356978980982,0.00030058395033544873
ni_per_emp,0.0005043232788094487,0.00020558873728678348,0.0026900385091548915,5,0.0009276333304212579,8.10132271976395e-05
expvol_log_mkvalt,0.0005023012230864099,5.326671197789291e-05,1.495078135019305e-05,5,0.0006119781192730902,0.0003926243268997297
roll_max_5y_asset_turnover,0.000501336363696292,0.00011559745136217952,0.0003164327448064731,5,0.0007393531137775892,0.0002633196136149947
expvol_ev_to_sales,0.0004985545720797013,3.132011361289876e-05,1.859267561177038e-06,5,0.0005630431188986336,0.00043406602526076905
quick_ratio,0.0004972518901977807,9.063026776162416e-05,0.000126757370686236,5,0.0006838608641623848,0.0003106429162331766
wcap_ratio,0.0004969868196762928,0.0001870061921875002,0.0020108711048967024,5,0.0008820351540906102,0.00011193848526197547
expmean_altman_z4,0.0004967042023360513,7.625967100948816e-05,6.463115808551917e-05,5,0.0006537239189652525,0.0003396844857068501
roll_mean_5y_cash_pct_act,0.0004963536714072125,8.95098489926528e-05,0.00012159033180253946,5,0.0006806556876406716,0.0003120516551737535
yoy_leverage,0.0004896855843534942,5.607514377744738e-05,2.027861011566994e-05,5,0.0006051450804321096,0.0003742260882748788
roll_sd_5y_roa,0.0004870675234608379,0.00021213727774785292,0.0034097478876191985,5,0.0009238611103924369,5.0273936529238855e-05
peak_drop_ocf_per_share,0.0004866888519524437,6.401934783599908e-05,3.5112930137118665e-05,5,0.0006185055739881857,0.00035487212991670164
roll_max_3y_net_debt_ebitda,0.00048435409942610975,3.97161709757599e-05,5.376694835495513e-06,5,0.0005661302444010182,0.00040257795445120133
expmean_leverage,0.0004822875340750432,9.263000074704393e-05,0.00015556055135905244,5,0.0006730139858958737,0.0002915610822542127
roll_sd_3y_asset_turnover,0.0004818430490940662,0.00018337837398999226,0.0020961024896166136,5,0.0008594216556979385,0.00010426444249019386
roll_mean_3y_net_debt_ebitda,0.000471757357932967,4.616418523515071e-05,1.0864319744603576e-05,5,0.0005668100533889891,0.0003767046624769449
trough_rise_dd1_ratio,0.0004701375692003795,6.950747390479544e-05,5.569999255859975e-05,5,0.0006132544186657367,0.00032702071973502236
expmean_roic,0.00046995930884727863,2.939135780381106e-05,1.8262378766154033e-06,5,0.0005304765207970611,0.0004094420968974962
roll_sd_5y_log_mkvalt,0.00046985511515031944,5.587370550954318e-05,2.3551076442439176e-05,5,0.0005848998470511474,0.0003548103832494915
peak_drop_interest_cov,0.00046115556474159993,0.00012863227831330938,0.0006567941111162038,5,0.0007260112036757279,0.000196299925807472
roll_min_3y_asset_turnover,0.00046090634310258505,0.00015547560880330895,0.0013433923862316071,5,0.0007810327705298774,0.00014077991567529264
yoy_log_emp,0.0004602433706937914,5.2216241393169596e-05,1.954503976039503e-05,5,0.0005677573334274799,0.0003527294079601029
roll_max_3y_cash_pct_act,0.0004599466844348532,8.574150873664514e-05,0.00013843826827885356,5,0.0006364896359971951,0.0002834037328725113
expvol_altman_z,0.0004551638031247807,6.0395529802548905e-05,3.634147124363108e-05,5,0.0005795190337431608,0.0003308085725064005
roll_mean_3y_ebitda_margin,0.00045494865155630836,9.797926050516128e-05,0.0002429276892117622,5,0.0006566893031537295,0.00025320799995888726
roll_autocorr_5y_gross_margin,0.00044959980078378424,5.433209774173352e-05,2.5101132330411476e-05,5,0.0005614703409834084,0.0003377292605841601
